,CUSTOMER_ID,LOAN_AMOUNT,LOAN_BEHAVIOR,LOAN_START_DATE
20707,114227814.2857,2999999.0,Current,2021-12-06
20708,86346528.5714,3000000.51,Current,2021-12-06
20709,92360457.1429,3000001.71,Current,2021-12-09
20710,135763285.7143,1528999.93,Current,2022-01-24
20711,28502242.8571,2999999.36,Current,2022-01-31
20712,69688058.5714,2999999.09,Current,2022-04-28
20713,73289985.7143,2000000.24,Current,2022-07-26
20714,26143917.1429,10000001.13,Current,2023-04-28
20715,26143917.1429,14999999.53,Current,2023-10-17
20716,62266488.5714,5000000.72,Current,2023-10-24
20717,26763460.0,299999.08,Items for litigation,2020-08-03
20718,101294602.8571,999999.8,Principal Past Due,2020-12-22
20719,138699271.4286,999999.85,Current,2021-03-22
20720,65879431.4286,1419999.31,Principal Past Due,2021-04-14
20721,65370188.5714,999999.11,Principal Past Due,2021-10-20
20722,18561902.8571,3999998.67,Current,2021-12-14
20723,87286685.7143,4500000.14,Current,2021-12-22
20724,60026215.7143,300000.87,Current,2021-12-23
20725,141335288.5714,300000.59,Current,2022-03-10
20726,94520901.4286,300000.45,Current,2022-03-17
20727,43544428.5714,803999.95,Current,2022-03-18
20728,126863288.5714,300000.12,Current,2022-03-11
20729,60890585.7143,999999.01,Current,2022-03-31
20730,16945588.5714,999999.17,Current,2022-05-26
20731,57486442.8571,849002.01,Current,2022-06-24
20732,32916057.1429,2000001.02,Current,2022-11-03
20733,117851160.0,299999.98,Current,2022-12-09
20734,15583887.1429,1999999.85,Current,2023-03-28
20735,50485101.4286,4100001.06,Current,2023-03-31
20736,132130360.0,2049999.79,Current,2023-06-08
20737,81949542.8571,1500000.67,Current,2023-07-28
20738,14353085.7143,2403973.63,Current,2014-04-01
20739,98891485.7143,4682997.53,Current,2014-09-12
20740,98891485.7143,270461.48,Current,2014-09-12
20741,34268715.7143,758000.28,Current,2015-02-11
20742,77936472.8571,2830868.12,Current,2023-05-26
20743,100637500.0,1534500.51,Current,2023-07-05
20744,28200001.4286,14999.64,Principal Past Due,2012-05-03
20745,28200001.4286,49999.17,Principal Past Due,2012-10-04
20746,56252230.0,40000.09,Principal Past Due,2017-12-01
20747,34208828.5714,465001.92,Current,2019-02-13
20748,101297928.5714,499999.47,Current,2019-04-01
20749,99364415.7143,100001.05,Principal Past Due,2019-05-23
20750,25866228.5714,459999.65,Current,2019-07-15
20751,73458072.8571,50000.79,Principal Past Due,2020-03-26
20752,108509930.0,464998.8,Current,2021-06-07
20753,58381558.5714,728999.39,Current,2021-06-25
20754,124949271.4286,100000.09,Current,2021-07-13
20755,77526614.2857,70000.55,Current,2022-01-12
20756,125872671.4286,49999.08,Current,2022-01-14
20757,29617971.4286,19999.13,Current,2022-02-10
20758,19442002.8571,24001.17,Principal Past Due,2022-03-11
20759,70939160.0,40000.53,Current,2022-03-23
20760,13006828.5714,100000.9,Current,2022-04-08
20761,136100031.4286,40001.28,Current,2022-04-29
20762,10961001.4286,659998.92,Current,2022-05-16
20763,124072972.8571,80000.06,Current,2022-05-19
20764,42133228.5714,99999.13,Current,2022-05-30
20765,116190228.5714,459998.89,Current,2022-06-09
20766,11120557.1429,100000.34,Current,2022-06-20
20767,100937071.4286,49999.41,Current,2022-06-20
20768,114436744.2857,99998.67,Current,2022-06-30
20769,77060558.5714,40000.68,Current,2022-07-07
20770,28443017.1429,612998.85,Current,2022-07-12
20771,64298544.2857,100000.34,Current,2022-07-29
20772,140347200.0,999999.1,Current,2022-08-01
20773,140347200.0,1300000.44,Current,2022-08-01
20774,139639272.8571,39998.98,Current,2022-08-22
20775,136551987.1429,39999.33,Current,2022-08-30
20776,33428672.8571,49998.71,Current,2022-09-08
20777,34398844.2857,50000.39,Current,2022-09-12
20778,67803371.4286,99999.1,Current,2022-09-20
20779,126085745.7143,39999.25,Current,2022-09-20
20780,29617971.4286,45000.12,Current,2022-10-05
20781,9151800.0,99999.96,Current,2022-10-20
20782,86657574.2857,40001.0,Current,2022-10-20
20783,114495415.7143,80002.09,Current,2022-11-16
20784,107691457.1429,79998.83,Current,2022-11-18
20785,141406814.2857,100000.01,Current,2022-12-01
20786,138635972.8571,100000.0,Current,2022-12-07
20787,136551987.1429,59999.6,Current,2022-12-20
20788,136100031.4286,520887.89,Amortization Past Due,2023-01-03
20789,55963815.7143,100000.75,Current,2023-01-03
20790,25866228.5714,100000.6,Current,2023-01-18
20791,29617971.4286,34997.97,Current,2023-01-20
20792,58244844.2857,24998.65,Current,2023-02-06
20793,99568644.2857,100001.47,Current,2023-03-27
20794,110745215.7143,499998.38,Current,2023-03-28
20795,56127514.2857,100001.07,Current,2023-03-30
20796,66680944.2857,49999.84,Current,2023-03-30
20797,39695944.2857,85998.65,Current,2023-03-30
20798,93186844.2857,100001.04,Current,2023-04-12
20799,67803371.4286,500002.39,Current,2023-04-12
20800,69481958.5714,40000.76,Current,2023-05-15
20801,136383085.7143,50000.85,Current,2023-06-27
20802,86657574.2857,59999.82,Current,2023-06-30
20803,82776514.2857,100000.3,Current,2023-07-04
20804,34208828.5714,79999.53,Current,2023-08-08
20805,66401930.0,79999.75,Current,2023-08-09
20806,114495415.7143,39998.54,Current,2023-08-16
20807,17650615.7143,499999.63,Current,2023-08-22
20808,41585687.1429,100000.49,Current,2023-08-23
20809,58244844.2857,42999.6,Current,2023-09-08
20810,79964958.5714,89999.66,Current,2023-09-14
20811,142394844.2857,39998.75,Current,2023-09-15
20812,68706515.7143,40000.83,Current,2023-09-22
20813,106221987.1429,599999.38,Current,2023-09-27
20814,107691457.1429,20000.1,Current,2023-10-02
20815,124949271.4286,99998.36,Current,2023-10-03
20816,135619574.2857,79999.45,Current,2023-10-12
20817,103975230.0,40000.19,Current,2023-10-19
20818,33428672.8571,49999.67,Current,2023-11-14
20819,66680944.2857,50000.43,Current,2023-11-15
20820,39461614.2857,99998.68,Current,2023-11-30
20821,79283130.0,49998.38,Current,2023-11-30
20822,87285685.7143,100000.5,Current,2024-01-09
20823,20353374.2857,10102.96,Current,2024-01-01
20824,78471945.7143,274510.96,Current,2024-01-01
20825,78471945.7143,13903.59,Current,2024-01-01
20826,8576231.4286,17392.57,Current,2024-01-01
20827,8576231.4286,40130.92,Current,2024-01-01
20828,104667202.8571,135512.16,Current,2024-01-01
20829,71576231.4286,229652.93,Current,2024-01-01
20830,130260315.7143,283500.42,Current,2017-11-16
20831,82776514.2857,620000.16,Current,2018-01-17
20832,94326057.1429,465001.08,Current,2019-05-27
20833,23566758.5714,460000.3,Current,2019-10-24
20834,125872671.4286,50000.45,Current,2021-06-09
20835,88064287.1429,50001.55,Current,2021-06-23
20836,110745215.7143,100000.51,Current,2021-12-29
20837,95626072.8571,33800.95,Current,2023-10-24
20838,95626072.8571,62001.65,Current,2023-12-14
20839,180657.1429,3882466.23,Current,2020-12-09
20840,180657.1429,3173548.24,Current,2020-12-09
20841,180657.1429,12237882.48,Current,2020-12-09
20842,180657.1429,8537229.5,Current,2020-12-09
20843,180657.1429,4349154.68,Current,2020-12-09
20844,29921342.8571,75001.21,Current,2010-01-27
20845,65909571.4286,249999.81,Current,2010-03-16
20846,61453828.5714,40001.75,Items for litigation,2010-04-06
20847,55758557.1429,100000.85,Items for litigation,2010-08-17
20848,131776814.2857,50001.2,Items for litigation,2010-09-03
20849,80386271.4286,49999.85,Items for litigation,2010-11-25
20850,142768957.1429,59997.08,Items for litigation,2010-12-17
20851,44955071.4286,70001.1,Items for litigation,2011-05-26
20852,29894142.8571,499999.36,Items for litigation,2011-06-22
20853,56955357.1429,30000.08,Current,2011-06-29
20854,12281942.8571,30000.61,Items for litigation,2011-08-05
20855,40082572.8571,130000.17,Items for litigation,2011-08-22
20856,106932444.2857,100001.29,Items for litigation,2011-09-06
20857,34522587.1429,89998.5,Current,2011-10-20
20858,18900287.1429,50002.47,Current,2011-11-08
20859,95678400.0,150002.06,Current,2012-01-30
20860,78480000.0,499999.02,Current,2012-02-28
20861,117577671.4286,49999.75,Items for litigation,2012-05-14
20862,1383744.2857,50000.42,Items for litigation,2012-06-14
20863,127934030.0,29999.95,Items for litigation,2012-07-24
20864,129233157.1429,199998.9,Current,2012-07-30
20865,28435730.0,50001.08,Items for litigation,2012-09-10
20866,52939757.1429,100001.79,Items for litigation,2012-10-16
20867,59006114.2857,159998.41,Items for litigation,2012-10-22
20868,4728471.4286,40000.91,Items for litigation,2012-12-21
20869,5925730.0,150001.06,Items for litigation,2012-12-26
20870,137065885.7143,395001.34,Items for litigation,2013-01-21
20871,69638271.4286,120000.11,Items for litigation,2013-02-21
20872,644287.1429,60001.73,Items for litigation,2013-03-27
20873,7313744.2857,99999.66,Items for litigation,2013-04-08
20874,37837744.2857,30001.06,Items for litigation,2013-05-14
20875,7278630.0,100001.65,Items for litigation,2013-05-15
20876,112998872.8571,30001.22,Items for litigation,2013-06-04
20877,78480000.0,499999.7,Current,2013-06-19
20878,22741630.0,40001.89,Items for litigation,2013-06-26
20879,128174630.0,30000.58,Items for litigation,2013-07-02
20880,134763185.7143,184998.6,Items for litigation,2013-07-09
20881,91177630.0,74999.98,Items for litigation,2013-07-17
20882,49262685.7143,99999.26,Items for litigation,2013-08-16
20883,64803600.0,299999.02,Items for litigation,2013-08-27
20884,55441728.5714,65001.25,Items for litigation,2013-08-29
20885,110399457.1429,127998.76,Items for litigation,2013-09-06
20886,36964472.8571,40002.21,Items for litigation,2013-09-18
20887,138509487.1429,50000.15,Items for litigation,2013-10-11
20888,21025400.0,64998.17,Items for litigation,2013-12-19
20889,77082071.4286,239999.95,Current,2014-01-07
20890,60119487.1429,49999.8,Items for litigation,2014-01-21
20891,122177215.7143,200002.04,Items for litigation,2014-02-28
20892,58027872.8571,40000.42,Items for litigation,2014-03-10
20893,94039058.5714,59998.21,Items for litigation,2014-03-17
20894,104837971.4286,149998.53,Current,2014-03-18
20895,123258328.5714,50000.8,Items for litigation,2014-04-15
20896,45004544.2857,59999.64,Items for litigation,2014-04-29
20897,10672871.4286,99999.9,Items for litigation,2014-06-05
20898,110928942.8571,80000.11,Current,2014-06-05
20899,49262685.7143,229998.72,Items for litigation,2014-06-16
20900,80554772.8571,14998.65,Items for litigation,2014-06-19
20901,117577671.4286,49998.86,Items for litigation,2014-07-03
20902,73291385.7143,60000.88,Items for litigation,2014-07-08
20903,89877472.8571,799999.62,Items for litigation,2014-07-23
20904,73291385.7143,49999.82,Current,2014-07-30
20905,91591001.4286,120000.06,Current,2014-07-31
20906,58618858.5714,119998.7,Current,2014-08-04
20907,41401315.7143,75000.08,Items for litigation,2014-08-19
20908,137065885.7143,495999.87,Items for litigation,2014-09-16
20909,79683930.0,80001.34,Items for litigation,2014-09-24
20910,134763185.7143,99998.83,Items for litigation,2014-09-30
20911,61818358.5714,39998.98,Items for litigation,2014-10-02
20912,110399457.1429,249999.84,Items for litigation,2014-10-21
20913,19631742.8571,399999.85,Current,2014-10-28
20914,49262685.7143,149999.76,Items for litigation,2014-11-04
20915,428730.0,99999.2,Items for litigation,2014-11-27
20916,89088658.5714,100001.31,Principal Past Due,2014-12-10
20917,89010371.4286,400000.79,Items for litigation,2014-12-22
20918,69638271.4286,99999.81,Items for litigation,2015-02-23
20919,46612144.2857,184999.8,Items for litigation,2015-03-04
20920,18664600.0,304999.39,Items for litigation,2015-04-21
20921,38765744.2857,99999.55,Items for litigation,2015-05-05
20922,16305814.2857,1000001.75,Current,2015-06-05
20923,104360985.7143,30000.25,Current,2015-06-17
20924,64544057.1429,499999.36,Items for litigation,2015-06-26
20925,128862901.4286,50000.81,Items for litigation,2015-07-24
20926,81497157.1429,120002.17,Current,2015-07-30
20927,58498615.7143,249999.24,Items for litigation,2015-08-05
20928,69638271.4286,49999.45,Items for litigation,2015-08-13
20929,58498615.7143,50001.85,Items for litigation,2015-08-14
20930,126971030.0,39999.15,Current,2015-09-03
20931,6030585.7143,150000.18,Items for litigation,2015-09-07
20932,6015858.5714,149998.64,Items for litigation,2015-09-21
20933,28030330.0,59998.8,Items for litigation,2015-10-01
20934,68059772.8571,79999.13,Items for litigation,2015-10-09
20935,126858442.8571,554999.28,Current,2015-10-16
20936,109251915.7143,129999.25,Items for litigation,2015-10-20
20937,264357.1429,59999.64,Items for litigation,2015-10-22
20938,77934530.0,80001.76,Current,2015-10-29
20939,59142128.5714,79999.08,Current,2015-12-01
20940,92420300.0,364999.19,Current,2015-12-04
20941,91370087.1429,30000.91,Items for litigation,2015-12-09
20942,82752187.1429,120002.14,Items for litigation,2015-12-22
20943,118779100.0,799997.19,Current,2016-01-06
20944,108148915.7143,39999.84,Current,2016-01-12
20945,19211858.5714,50000.61,Current,2016-01-15
20946,113990458.5714,100000.64,Items for litigation,2016-01-27
20947,100001.4286,30000.77,Items for litigation,2016-02-01
20948,142418187.1429,150002.44,Items for litigation,2016-03-14
20949,14284828.5714,350000.56,Current,2016-03-17
20950,13842128.5714,30000.82,Current,2016-03-22
20951,136343685.7143,15001.76,Items for litigation,2016-04-15
20952,11019572.8571,20000.12,Current,2016-04-26
20953,67105044.2857,69998.62,Current,2016-04-27
20954,64321058.5714,29999.92,Items for litigation,2016-05-05
20955,101835315.7143,130000.7,Items for litigation,2016-05-13
20956,133219985.7143,99998.28,Current,2016-06-07
20957,37552915.7143,40000.28,Items for litigation,2016-06-08
20958,2933100.0,99999.22,Items for litigation,2016-06-16
20959,13826385.7143,70000.63,Items for litigation,2016-06-27
20960,80845114.2857,230000.61,Current,2016-07-05
20961,96208001.4286,29999.77,Items for litigation,2016-07-08
20962,67953542.8571,79999.82,Current,2016-07-12
20963,40685715.7143,30001.16,Items for litigation,2016-07-25
20964,111018601.4286,60000.61,Items for litigation,2016-08-18
20965,41010387.1429,80001.3,Items for litigation,2016-08-19
20966,109251915.7143,49999.7,Items for litigation,2016-09-09
20967,108727828.5714,59999.32,Items for litigation,2016-09-21
20968,98386472.8571,30000.55,Items for litigation,2016-10-05
20969,76770171.4286,1199999.07,Current,2016-11-14
20970,131650058.5714,30000.45,Current,2016-11-15
20971,118575787.1429,20002.06,Items for litigation,2016-12-08
20972,95423544.2857,249999.26,Current,2016-12-14
20973,86279072.8571,74999.61,Current,2017-01-19
20974,78319772.8571,799998.75,Items for litigation,2017-01-31
20975,86979885.7143,100001.72,Items for litigation,2017-02-09
20976,17712772.8571,14999.63,Items for litigation,2017-02-23
20977,59530372.8571,299998.89,Current,2017-02-24
20978,117764115.7143,60000.74,Current,2017-04-26
20979,114647430.0,60000.96,Items for litigation,2017-05-03
20980,34223030.0,150000.31,Items for litigation,2017-05-11
20981,6366358.5714,250001.69,Items for litigation,2017-05-11
20982,14194430.0,14999.18,Current,2017-05-22
20983,113990458.5714,200000.11,Items for litigation,2017-05-30
20984,135930015.7143,15001.14,Items for litigation,2017-06-14
20985,61943672.8571,49999.44,Current,2017-06-14
20986,30179685.7143,499998.98,Items for litigation,2017-06-16
20987,121584030.0,60000.5,Items for litigation,2017-06-20
20988,103238772.8571,15000.2,Items for litigation,2017-06-20
20989,83094515.7143,60001.25,Items for litigation,2017-07-17
20990,6573130.0,199997.88,Items for litigation,2017-08-02
20991,134317958.5714,30000.08,Current,2017-08-14
20992,17317472.8571,74998.0,Items for litigation,2017-08-17
20993,90392015.7143,49999.19,Items for litigation,2017-08-30
20994,83427701.4286,69999.6,Current,2017-09-07
20995,86409030.0,30000.72,Items for litigation,2017-09-13
20996,18120044.2857,59999.74,Items for litigation,2017-09-21
20997,37775930.0,50000.41,Items for litigation,2017-10-17
20998,87402430.0,20000.11,Items for litigation,2017-10-18
20999,70755958.5714,40000.63,Current,2017-12-07
21000,102428858.5714,399999.04,Current,2017-12-14
21001,80702857.1429,1999998.93,Current,2017-12-15
21002,41736887.1429,50000.0,Items for litigation,2018-01-12
21003,28300171.4286,100001.12,Items for litigation,2018-01-15
21004,127116672.8571,70000.73,Current,2018-02-19
21005,63064272.8571,79999.4,Items for litigation,2018-03-06
21006,133777372.8571,799998.7,Items for litigation,2018-03-13
21007,117544515.7143,500000.82,Items for litigation,2018-03-21
21008,51076501.4286,29999.98,Items for litigation,2018-03-28
21009,72251830.0,119999.89,Items for litigation,2018-04-10
21010,98001328.5714,29998.97,Principal Past Due,2018-04-19
21011,26408315.7143,80001.6,Items for litigation,2018-05-28
21012,61135087.1429,14999.4,Items for litigation,2018-06-18
21013,97243687.1429,69999.59,Items for litigation,2018-06-25
21014,33890585.7143,199999.54,Current,2018-07-09
21015,42105801.4286,29999.96,Items for litigation,2018-07-17
21016,132191872.8571,40000.23,Items for litigation,2018-07-24
21017,62384787.1429,20001.03,Items for litigation,2018-08-23
21018,20276815.7143,130000.36,Items for litigation,2018-08-24
21019,66669830.0,39998.75,Items for litigation,2018-08-29
21020,24849244.2857,89999.36,Items for litigation,2018-09-05
21021,99354758.5714,49998.36,Items for litigation,2018-09-07
21022,82463187.1429,14998.78,Current,2018-10-03
21023,142690230.0,60000.03,Items for litigation,2018-10-24
21024,74089630.0,120000.19,Items for litigation,2018-11-16
21025,131839558.5714,14998.81,Items for litigation,2018-12-03
21026,49454015.7143,29999.16,Current,2018-12-10
21027,101996415.7143,9999.81,Principal Past Due,2018-12-10
21028,87467574.2857,49999.02,Current,2018-12-12
21029,67719515.7143,79999.82,Current,2018-12-13
21030,139756230.0,74999.84,Items for litigation,2018-12-13
21031,95764801.4286,15000.82,Items for litigation,2018-12-19
21032,39749387.1429,199999.51,Items for litigation,2018-12-21
21033,42855687.1429,9999.53,Items for litigation,2019-01-02
21034,6312717.1429,19999.67,Items for litigation,2019-01-11
21035,98032530.0,15000.28,Items for litigation,2019-01-30
21036,54488501.4286,700001.57,Items for litigation,2019-01-31
21037,69407272.8571,19999.46,Items for litigation,2019-02-13
21038,105719271.4286,200000.55,Items for litigation,2019-02-21
21039,59167302.8571,99998.37,Items for litigation,2019-03-11
21040,111417445.7143,99999.85,Items for litigation,2019-03-13
21041,110122215.7143,24999.06,Items for litigation,2019-03-18
21042,131577630.0,14998.8,Items for litigation,2019-03-19
21043,9252558.5714,60000.43,Items for litigation,2019-03-27
21044,91962158.5714,15002.16,Current,2019-03-28
21045,23248287.1429,30000.68,Items for litigation,2019-04-01
21046,137350044.2857,200000.94,Items for litigation,2019-04-01
21047,112217701.4286,40002.01,Items for litigation,2019-04-01
21048,56985787.1429,59999.99,Current,2019-04-04
21049,37069758.5714,30000.09,Items for litigation,2019-04-08
21050,80702857.1429,700000.5,Current,2019-04-15
21051,31773542.8571,500000.49,Items for litigation,2019-04-26
21052,99198145.7143,20001.88,Current,2019-05-03
21053,100710801.4286,60000.12,Items for litigation,2019-05-06
21054,55195372.8571,29998.74,Items for litigation,2019-05-07
21055,78745642.8571,1499999.69,Principal Past Due,2019-05-08
21056,2533672.8571,69998.44,Items for litigation,2019-05-14
21057,24697515.7143,999998.83,Items for litigation,2019-05-20
21058,99795072.8571,200000.1,Items for litigation,2019-05-21
21059,88638130.0,20001.36,Items for litigation,2019-05-30
21060,536215.7143,815001.49,Items for litigation,2019-05-31
21061,27860215.7143,1000000.39,Items for litigation,2019-06-04
21062,85046001.4286,500001.8,Principal Past Due,2019-06-07
21063,14686287.1429,15001.39,Items for litigation,2019-06-10
21064,93871544.2857,521001.22,Items for litigation,2019-06-10
21065,136087958.5714,40001.45,Items for litigation,2019-06-10
21066,86409030.0,20999.27,Items for litigation,2019-06-18
21067,42970530.0,49999.93,Items for litigation,2019-06-19
21068,126102201.4286,39999.12,Current,2019-06-20
21069,48078401.4286,14999.42,Items for litigation,2019-06-20
21070,100355401.4286,14999.98,Items for litigation,2019-06-24
21071,117427731.4286,59998.63,Current,2019-06-28
21072,125807830.0,75001.55,Items for litigation,2019-06-28
21073,62077258.5714,80000.78,Current,2019-07-04
21074,27108044.2857,219999.41,Principal Past Due,2019-07-04
21075,107003715.7143,50001.38,Items for litigation,2019-07-10
21076,86571701.4286,69999.94,Items for litigation,2019-07-11
21077,84358244.2857,119999.2,Items for litigation,2019-07-17
21078,82811844.2857,119999.95,Items for litigation,2019-07-23
21079,15241985.7143,499997.94,Items for litigation,2019-07-24
21080,43155144.2857,55000.18,Items for litigation,2019-07-25
21081,27091588.5714,29998.99,Principal Past Due,2019-08-06
21082,127191642.8571,199999.9,Principal Past Due,2019-08-07
21083,73141187.1429,70000.91,Current,2019-08-08
21084,54160145.7143,100000.3,Current,2019-08-15
21085,76494574.2857,19998.17,Current,2019-08-15
21086,119886501.4286,30000.07,Items for litigation,2019-08-23
21087,109307344.2857,40000.86,Items for litigation,2019-08-30
21088,56992744.2857,74999.17,Items for litigation,2019-08-30
21089,24697515.7143,1500000.1,Items for litigation,2019-08-30
21090,15770430.0,30000.66,Items for litigation,2019-09-06
21091,107670158.5714,500000.29,Principal Past Due,2019-09-19
21092,131498401.4286,149997.17,Items for litigation,2019-09-20
21093,118241244.2857,49999.66,Items for litigation,2019-09-20
21094,31397144.2857,99998.53,Items for litigation,2019-09-24
21095,8325901.4286,99998.85,Items for litigation,2019-09-25
21096,2693444.2857,399998.14,Principal Past Due,2019-09-25
21097,66994558.5714,80001.25,Items for litigation,2019-09-30
21098,43626200.0,532001.78,Principal Past Due,2019-09-30
21099,130532072.8571,40000.12,Items for litigation,2019-10-01
21100,49670860.0,19999.55,Items for litigation,2019-10-03
21101,2899087.1429,99999.33,Items for litigation,2019-10-04
21102,53141701.4286,30000.11,Items for litigation,2019-10-09
21103,93126415.7143,39998.79,Items for litigation,2019-10-10
21104,66262330.0,59999.9,Items for litigation,2019-10-15
21105,79097558.5714,20000.26,Items for litigation,2019-10-15
21106,3068187.1429,30000.99,Current,2019-10-23
21107,28679385.7143,39998.7,Items for litigation,2019-10-30
21108,95611100.0,50000.83,Current,2019-10-31
21109,120564730.0,60001.3,Current,2019-11-06
21110,134423130.0,29999.36,Items for litigation,2019-11-13
21111,3796272.8571,29998.89,Items for litigation,2019-11-13
21112,89198530.0,34999.64,Items for litigation,2019-11-19
21113,67158658.5714,50001.51,Principal Past Due,2019-12-04
21114,4510201.4286,44999.47,Items for litigation,2019-12-09
21115,108116487.1429,39999.92,Items for litigation,2019-12-09
21116,120173258.5714,60000.2,Items for litigation,2019-12-11
21117,93126415.7143,20000.45,Items for litigation,2019-12-11
21118,117092145.7143,74999.55,Items for litigation,2019-12-12
21119,40289257.1429,40001.03,Items for litigation,2019-12-16
21120,3476731.4286,49999.96,Items for litigation,2019-12-17
21121,67160444.2857,29998.03,Items for litigation,2019-12-23
21122,120854930.0,54999.62,Items for litigation,2019-12-23
21123,66601372.8571,149999.28,Principal Past Due,2019-12-26
21124,24646272.8571,19999.79,Items for litigation,2019-12-27
21125,50970830.0,50000.69,Items for litigation,2019-12-27
21126,47584302.8571,50001.19,Principal Past Due,2020-01-06
21127,117093588.5714,34999.74,Items for litigation,2020-01-07
21128,132669515.7143,135000.02,Items for litigation,2020-01-10
21129,109885358.5714,500000.87,Current,2020-01-28
21130,91184658.5714,80000.03,Items for litigation,2020-01-28
21131,126818944.2857,1999999.89,Principal Past Due,2020-01-30
21132,124906544.2857,35000.14,Items for litigation,2020-01-31
21133,37535544.2857,29999.39,Items for litigation,2020-01-31
21134,112080672.8571,44998.72,Current,2020-01-31
21135,119304944.2857,29999.13,Items for litigation,2020-02-05
21136,59530372.8571,120000.71,Items for litigation,2020-02-06
21137,20964572.8571,69999.2,Items for litigation,2020-02-06
21138,117884730.0,105000.01,Items for litigation,2020-02-10
21139,56102744.2857,44999.79,Items for litigation,2020-02-10
21140,121714444.2857,39999.59,Items for litigation,2020-02-10
21141,20378615.7143,75000.76,Principal Past Due,2020-02-11
21142,86432830.0,39998.96,Items for litigation,2020-02-11
21143,129444101.4286,35000.98,Items for litigation,2020-02-12
21144,29405358.5714,34999.27,Items for litigation,2020-02-14
21145,141997872.8571,54999.86,Current,2020-02-17
21146,140745272.8571,29999.91,Items for litigation,2020-02-17
21147,89487030.0,60000.24,Items for litigation,2020-02-19
21148,132669515.7143,94999.4,Items for litigation,2020-02-24
21149,33435315.7143,20000.81,Principal Past Due,2020-02-26
21150,102046387.1429,35000.03,Items for litigation,2020-02-26
21151,37803731.4286,39999.38,Items for litigation,2020-02-26
21152,131885987.1429,60001.6,Items for litigation,2020-03-10
21153,140214145.7143,25000.01,Items for litigation,2020-03-12
21154,80702857.1429,999998.49,Current,2020-03-13
21155,11361302.8571,49999.48,Items for litigation,2020-03-18
21156,136253687.1429,34999.07,Items for litigation,2020-05-15
21157,13523002.8571,74999.48,Items for litigation,2020-06-30
21158,140868872.8571,39999.61,Current,2020-07-29
21159,13118860.0,84999.43,Items for litigation,2020-08-24
21160,27972844.2857,79999.53,Items for litigation,2020-09-16
21161,88854302.8571,29999.84,Items for litigation,2020-09-22
21162,111082030.0,74998.56,Items for litigation,2020-10-01
21163,55851615.7143,69998.84,Items for litigation,2020-10-14
21164,3111000.0,499999.39,Principal Past Due,2020-11-27
21165,110985844.2857,210000.55,Amortization Past Due,2020-12-02
21166,85784731.4286,69999.7,Current,2020-12-17
21167,82993714.2857,610001.29,Current,2020-12-21
21168,112060730.0,114999.8,Current,2021-01-08
21169,41074644.2857,150001.08,Current,2021-01-15
21170,118703017.1429,74999.72,Items for litigation,2021-01-27
21171,36331358.5714,330001.61,Current,2021-02-04
21172,3766815.7143,74998.87,Items for litigation,2021-02-09
21173,106448244.2857,64999.75,Current,2021-02-16
21174,24706472.8571,249999.38,Current,2021-02-19
21175,49876731.4286,105001.14,Principal Past Due,2021-02-19
21176,89021717.1429,104998.91,Current,2021-02-24
21177,76555160.0,79999.94,Items for litigation,2021-02-26
21178,23035587.1429,174998.91,Current,2021-02-26
21179,56451302.8571,100000.9,Current,2021-03-02
21180,20646700.0,400000.35,Current,2021-03-03
21181,32227174.2857,60000.8,Current,2021-03-04
21182,134398930.0,55000.51,Amortization Past Due,2021-03-08
21183,25456272.8571,50000.36,Current,2021-03-10
21184,46933214.2857,1000000.73,Current,2021-03-11
21185,4384144.2857,1000003.92,Current,2021-03-12
21186,45113630.0,200001.01,Current,2021-03-15
21187,106368430.0,750000.72,Current,2021-03-18
21188,111664987.1429,98001.27,Current,2021-03-19
21189,14891830.0,20000.09,Items for litigation,2021-03-19
21190,97607385.7143,60000.36,Principal Past Due,2021-04-13
21191,125786015.7143,699999.01,Current,2021-04-29
21192,72387460.0,69999.04,Current,2021-04-29
21193,94520901.4286,79999.74,Current,2021-05-04
21194,119398944.2857,65000.03,Current,2021-05-05
21195,19256271.4286,65002.25,Current,2021-05-11
21196,69974602.8571,54999.77,Current,2021-05-20
21197,27473730.0,54998.71,Current,2021-05-24
21198,4974315.7143,65000.86,Principal Past Due,2021-05-25
21199,112014587.1429,499998.62,Current,2021-05-26
21200,65879431.4286,64999.28,Principal Past Due,2021-06-01
21201,54849145.7143,85000.51,Current,2021-06-02
21202,109958714.2857,605999.96,Current,2021-06-02
21203,2193658.5714,70001.85,Current,2021-06-11
21204,27371672.8571,59999.84,Current,2021-06-14
21205,7567460.0,20001.53,Current,2021-06-17
21206,105494174.2857,600000.58,Principal Past Due,2021-06-25
21207,95008700.0,84999.0,Items for litigation,2021-06-29
21208,22420872.8571,30000.07,Items for litigation,2021-07-02
21209,137292372.8571,50000.38,Items for litigation,2021-07-05
21210,73287672.8571,500001.23,Current,2021-07-14
21211,109307344.2857,24999.97,Principal Past Due,2021-07-19
21212,53254358.5714,100000.87,Current,2021-07-23
21213,6075544.2857,65000.81,Principal Past Due,2021-07-28
21214,14891830.0,45002.49,Items for litigation,2021-07-29
21215,30017257.1429,1119999.58,Current,2021-08-02
21216,14744230.0,100000.34,Amortization Past Due,2021-08-03
21217,78616588.5714,65001.0,Principal Past Due,2021-08-10
21218,38275530.0,674999.53,Current,2021-08-16
21219,31407602.8571,54999.44,Items for litigation,2021-08-20
